repository_name,github_url
ASKSAP/android_kernel_samsung_a12,https://github.com/ASKSAP/android_kernel_samsung_a12
ATLFlight/snav_fci,https://github.com/ATLFlight/snav_fci
AUV-IITK/Varun-Software,https://github.com/AUV-IITK/Varun-Software
AUVL/ardupilot-origin,https://github.com/AUVL/ardupilot-origin
AVSLab/basilisk,https://github.com/AVSLab/basilisk
AXIHIXA/CudaDemo,https://github.com/AXIHIXA/CudaDemo
AXIHIXA/McInt,https://github.com/AXIHIXA/McInt
AXIHIXA/Memo,https://github.com/AXIHIXA/Memo
Aang1214/MultiplayerGame,https://github.com/Aang1214/MultiplayerGame
AcnodeLabs/AlgeSDK,https://github.com/AcnodeLabs/AlgeSDK
Adam27X/graph-utils,https://github.com/Adam27X/graph-utils
Adam27X/hybrid_BC,https://github.com/Adam27X/hybrid_BC
AdelSaidani/mini_girona_adel,https://github.com/AdelSaidani/mini_girona_adel
AdelaideAuto-IDLab/Megopolis,https://github.com/AdelaideAuto-IDLab/Megopolis
Adem-Cehajic/adem_c,https://github.com/Adem-Cehajic/adem_c
Adibprak0911/automated_planogram_compliance,https://github.com/Adibprak0911/automated_planogram_compliance
AdityaAndaluri/Brooruvka-MST,https://github.com/AdityaAndaluri/Brooruvka-MST
AdnanJaljuli/KAUST-Hierarchical-Matrices,https://github.com/AdnanJaljuli/KAUST-Hierarchical-Matrices
Adrian-Diaz/Temporary_CAC,https://github.com/Adrian-Diaz/Temporary_CAC
AdvancedPhotonSource/ptychopy,https://github.com/AdvancedPhotonSource/ptychopy
Aeneas137/starflight-tlc,https://github.com/Aeneas137/starflight-tlc
AeonLucid/SDK-DarwinProject,https://github.com/AeonLucid/SDK-DarwinProject
AerospaceVillage/avBadge_2023,https://github.com/AerospaceVillage/avBadge_2023
Aerotenna/APM_OcPoC_Zynq,https://github.com/Aerotenna/APM_OcPoC_Zynq
Agade09/CSB-Runner-Arena,https://github.com/Agade09/CSB-Runner-Arena
AgastyaKro/Rocket-Simulator,https://github.com/AgastyaKro/Rocket-Simulator
Ahdhn/EEC289Q,https://github.com/Ahdhn/EEC289Q
AhmedHumais/USVFirmware,https://github.com/AhmedHumais/USVFirmware
Akaito/reassembly-ai-mod-example,https://github.com/Akaito/reassembly-ai-mod-example
AkellaSummerResearch/mav_trajectory_generation,https://github.com/AkellaSummerResearch/mav_trajectory_generation
Aki78/FlightAI,https://github.com/Aki78/FlightAI
Aklice-new/CUDAKernels,https://github.com/Aklice-new/CUDAKernels
Akodiat/oxDNA_torsion,https://github.com/Akodiat/oxDNA_torsion
Al0ha0e/gpu_cc_tb,https://github.com/Al0ha0e/gpu_cc_tb
Alan-Leo-Wong/CPPToyDemo,https://github.com/Alan-Leo-Wong/CPPToyDemo
Alansi775/ROS2_UAV_PX4,https://github.com/Alansi775/ROS2_UAV_PX4
AleGB29/uav_sim,https://github.com/AleGB29/uav_sim
AlecAivazis/condorBatch,https://github.com/AlecAivazis/condorBatch
AlecAivazis/susy,https://github.com/AlecAivazis/susy
AlexDev404/RetardGameServer,https://github.com/AlexDev404/RetardGameServer
AlexanderDzhoganov/mame-netplay,https://github.com/AlexanderDzhoganov/mame-netplay
AlexandreCA/Vanadiel_XI,https://github.com/AlexandreCA/Vanadiel_XI
Alexey-T/lexer_tests,https://github.com/Alexey-T/lexer_tests
Alfaj10408/stable-fast-3d-main-alfaj,https://github.com/Alfaj10408/stable-fast-3d-main-alfaj
AlirezaAbrishami/rocketTVCSimulation,https://github.com/AlirezaAbrishami/rocketTVCSimulation
Alone0316/kernel_mido,https://github.com/Alone0316/kernel_mido
AmberELEC/kernel_rg353,https://github.com/AmberELEC/kernel_rg353
AmpereComputingAI/Paddle,https://github.com/AmpereComputingAI/Paddle
AmritaMaitra/spark,https://github.com/AmritaMaitra/spark
Andeshog/thrust_allocation_methods,https://github.com/Andeshog/thrust_allocation_methods
AndiH/CUDA-course,https://github.com/AndiH/CUDA-course
AndreSlavescu/EasyAI,https://github.com/AndreSlavescu/EasyAI
Andrettin/Wyrmgus,https://github.com/Andrettin/Wyrmgus
AndruGomes13/agilicious_internal_mine,https://github.com/AndruGomes13/agilicious_internal_mine
AngelTs/vanitygen-plusplus-ported-for-VS2019,https://github.com/AngelTs/vanitygen-plusplus-ported-for-VS2019
Angelosef/tank_0_0_0,https://github.com/Angelosef/tank_0_0_0
Aniesh04/AI-Powered-Document-Insights,https://github.com/Aniesh04/AI-Powered-Document-Insights
AnkaChan/Gaia,https://github.com/AnkaChan/Gaia
AnkaChan/Glider-A-High-Performance-GPU-Collision-Detector,https://github.com/AnkaChan/Glider-A-High-Performance-GPU-Collision-Detector
Ankush0903/Indoor-Mapping-Using-Semantic-3D-SLAM-in-ROS,https://github.com/Ankush0903/Indoor-Mapping-Using-Semantic-3D-SLAM-in-ROS
AnnaTrainingG/cudaTest,https://github.com/AnnaTrainingG/cudaTest
AntaresAlice/RTScan,https://github.com/AntaresAlice/RTScan
AnthIste/Asteroids,https://github.com/AnthIste/Asteroids
Anthonyl14201/CADAC-Testing,https://github.com/Anthonyl14201/CADAC-Testing
Appa002/halitBot,https://github.com/Appa002/halitBot
Appendme/kernel_4.9,https://github.com/Appendme/kernel_4.9
Aqua12138/FluidRobotLab,https://github.com/Aqua12138/FluidRobotLab
Arc816/Ardupolit-ADRC,https://github.com/Arc816/Ardupolit-ADRC
ArchaeaSoftware/cudahandbook,https://github.com/ArchaeaSoftware/cudahandbook
Archive-42/Learning-Assets,https://github.com/Archive-42/Learning-Assets
ArduPilot/ardupilot,https://github.com/ArduPilot/ardupilot
AreyanR/ML-Agents-Racing-Simulation,https://github.com/AreyanR/ML-Agents-Racing-Simulation
AreyanR/ML-Ecosystem,https://github.com/AreyanR/ML-Ecosystem
AroundPeking/PM_abacus,https://github.com/AroundPeking/PM_abacus
ArtBot2023/openmw,https://github.com/ArtBot2023/openmw
ArtificialZeng/pytorch-explained,https://github.com/ArtificialZeng/pytorch-explained
Artoria2e5/obtr,https://github.com/Artoria2e5/obtr
ArtyZe/yolo_segmentation,https://github.com/ArtyZe/yolo_segmentation
AsTonyshment/ABACUS_MC,https://github.com/AsTonyshment/ABACUS_MC
AscEmu/AscEmu_TBC,https://github.com/AscEmu/AscEmu_TBC
Ascend/mindspore,https://github.com/Ascend/mindspore
Ash-Zheng/SC_artifacts_eval,https://github.com/Ash-Zheng/SC_artifacts_eval
Ashley65/SpaceEnvir,https://github.com/Ashley65/SpaceEnvir
Assaker21/nxp-cup-adastra,https://github.com/Assaker21/nxp-cup-adastra
Astro-Coco/Drone-Sim,https://github.com/Astro-Coco/Drone-Sim
AstroColony-Modding/CPP-Headers,https://github.com/AstroColony-Modding/CPP-Headers
AstroGPU/ExofastGpu,https://github.com/AstroGPU/ExofastGpu
AudacySpace/quindar-gmat,https://github.com/AudacySpace/quindar-gmat
AustinSnyd3r/FlockingProject,https://github.com/AustinSnyd3r/FlockingProject
Auterion/px4-ros2-interface-lib,https://github.com/Auterion/px4-ros2-interface-lib
AveryMadness/raider,https://github.com/AveryMadness/raider
Axtal/mechsys,https://github.com/Axtal/mechsys
Aymccar/Underwater_OptFlw,https://github.com/Aymccar/Underwater_OptFlw
Ayush-Zone/Betaflight-ESP-Port,https://github.com/Ayush-Zone/Betaflight-ESP-Port
AzuxDario/Marsy,https://github.com/AzuxDario/Marsy
BHSPitMonkey/Helii-Arduboy,https://github.com/BHSPitMonkey/Helii-Arduboy
BHavikJ12/ardupilot_gazebo,https://github.com/BHavikJ12/ardupilot_gazebo
BMCDad/orbiter-sr71r,https://github.com/BMCDad/orbiter-sr71r
BUZZ-Blimps/BlimpCore,https://github.com/BUZZ-Blimps/BlimpCore
BachiLi/redner,https://github.com/BachiLi/redner
BaileySri/Practical-Software-Defense-for-GPS-Spoofing-on-a-Hobby-UAV,https://github.com/BaileySri/Practical-Software-Defense-for-GPS-Spoofing-on-a-Hobby-UAV
Baizx98/BCGraph,https://github.com/Baizx98/BCGraph
Balavarun5/heterogeneous_mst,https://github.com/Balavarun5/heterogeneous_mst
BangRocket/netdoom,https://github.com/BangRocket/netdoom
Baowen648/github-cbdb,https://github.com/Baowen648/github-cbdb
Bariumoxid/lander,https://github.com/Bariumoxid/lander
Basher4/LearningCuda,https://github.com/Basher4/LearningCuda
BavoLesy/ASVSim,https://github.com/BavoLesy/ASVSim
Bayhaqieee/MoU_LoA_Extractor,https://github.com/Bayhaqieee/MoU_LoA_Extractor
BearBiscuit05/capsule_dgl_0.9,https://github.com/BearBiscuit05/capsule_dgl_0.9
BearIvan/Stalker,https://github.com/BearIvan/Stalker
BearOwner/bearmod,https://github.com/BearOwner/bearmod
BenMcLean/WOLF3D,https://github.com/BenMcLean/WOLF3D
BenbenIO/simple-Mavlink-C-rover,https://github.com/BenbenIO/simple-Mavlink-C-rover
BenjaminTrapani/gpu-no-sql,https://github.com/BenjaminTrapani/gpu-no-sql
BestLoveForYou/AstralPathCuda,https://github.com/BestLoveForYou/AstralPathCuda
BigBrotherHui/MITK_THA,https://github.com/BigBrotherHui/MITK_THA
BigDinky420/FanEdit,https://github.com/BigDinky420/FanEdit
BirchJD/AsteroidsSDL,https://github.com/BirchJD/AsteroidsSDL
Biu-G/hip_relion,https://github.com/Biu-G/hip_relion
Biu-G/libtorch_source,https://github.com/Biu-G/libtorch_source
BlackStormDSW/ShipControl3D,https://github.com/BlackStormDSW/ShipControl3D
Bloodication/5.4.7-Community-Source,https://github.com/Bloodication/5.4.7-Community-Source
BluRosie/hg-engine,https://github.com/BluRosie/hg-engine
BoXHED/BoXHED2.0-source-code,https://github.com/BoXHED/BoXHED2.0-source-code
BonexGoo/Blik2D-SDK,https://github.com/BonexGoo/Blik2D-SDK
BorisLestsov/BoxBlurGPU,https://github.com/BorisLestsov/BoxBlurGPU
Born2Potato/H1,https://github.com/Born2Potato/H1
Brabb3l/UtilityMod,https://github.com/Brabb3l/UtilityMod
BrightenWu/Qt-BgMatte,https://github.com/BrightenWu/Qt-BgMatte
BruJu/AdventOfCode,https://github.com/BruJu/AdventOfCode
Buanderie/gpufrustum,https://github.com/Buanderie/gpufrustum
Bufffer/Emerald,https://github.com/Bufffer/Emerald
BulletGG/fatality-source-code,https://github.com/BulletGG/fatality-source-code
BuptCIAGroup/SpecSeqPlusPlus,https://github.com/BuptCIAGroup/SpecSeqPlusPlus
ByteHamster/alias-table-gpu,https://github.com/ByteHamster/alias-table-gpu
CASR-HKU/ESDA,https://github.com/CASR-HKU/ESDA
CENOS-Platform/third-party,https://github.com/CENOS-Platform/third-party
CIS565-Fall-2013/Project4-Rasterizer,https://github.com/CIS565-Fall-2013/Project4-Rasterizer
CJHMPower/A-simple-cuda-render,https://github.com/CJHMPower/A-simple-cuda-render
CODARcode/MGARD,https://github.com/CODARcode/MGARD
CRAFT-THU/RoDe,https://github.com/CRAFT-THU/RoDe
CSD-AI/Integrated-detection-and-pedestrian-re-identification-system,https://github.com/CSD-AI/Integrated-detection-and-pedestrian-re-identification-system
CSNetGhost/hello,https://github.com/CSNetGhost/hello
CT-Hung/moos-ntu-heron,https://github.com/CT-Hung/moos-ntu-heron
CTLab-ITMO/LIVBOC,https://github.com/CTLab-ITMO/LIVBOC
CUDAPerf/CUDAPerf,https://github.com/CUDAPerf/CUDAPerf
CVMI-Lab/Deformable-Radial-Kernel-Splatting,https://github.com/CVMI-Lab/Deformable-Radial-Kernel-Splatting
Cabbott118/pokeemerald-expansion-master,https://github.com/Cabbott118/pokeemerald-expansion-master
CalvinStudio/domain-decomposition-release,https://github.com/CalvinStudio/domain-decomposition-release
CamRW/CalPoly_AGV,https://github.com/CamRW/CalPoly_AGV
CarbonixUAV/cxpilot-core,https://github.com/CarbonixUAV/cxpilot-core
Carlreedme/Sakray,https://github.com/Carlreedme/Sakray
CelestialLemon/Asteroids,https://github.com/CelestialLemon/Asteroids
CengizPoyraz/ParallelProcessing,https://github.com/CengizPoyraz/ParallelProcessing
CertiKOS/ardupilot-xor,https://github.com/CertiKOS/ardupilot-xor
Cesea/Portfolio,https://github.com/Cesea/Portfolio
Cevheri-Software/Cevheri_sim,https://github.com/Cevheri-Software/Cevheri_sim
ChArLiEdance/P0lina,https://github.com/ChArLiEdance/P0lina
ChenJiahao031008/Numerical_Optimization,https://github.com/ChenJiahao031008/Numerical_Optimization
ChenXJ295/UAVCombat,https://github.com/ChenXJ295/UAVCombat
ChenhanYu/hmlp,https://github.com/ChenhanYu/hmlp
Chenjq-99/Numerical_Optimization_In_Robots,https://github.com/Chenjq-99/Numerical_Optimization_In_Robots
Chenmop/JadeCore547,https://github.com/Chenmop/JadeCore547
Cherryblossomnight/jsk_aerial_robot_dev,https://github.com/Cherryblossomnight/jsk_aerial_robot_dev
Chia-Network/bladebit,https://github.com/Chia-Network/bladebit
ChinYing-Li/CUDA-kdtree,https://github.com/ChinYing-Li/CUDA-kdtree
Chris-AC9KH/HeliPilot,https://github.com/Chris-AC9KH/HeliPilot
ChristopherRabotin/GMAT,https://github.com/ChristopherRabotin/GMAT
CiciKusRC/CiciPilot,https://github.com/CiciKusRC/CiciPilot
Cindytb/Convolution-Reverb-Benchmarks,https://github.com/Cindytb/Convolution-Reverb-Benchmarks
Cindytb/Jefferson-2.0,https://github.com/Cindytb/Jefferson-2.0
Cleanwn/Stand,https://github.com/Cleanwn/Stand
Cleanwn/YimMenuV2-Enhanced,https://github.com/Cleanwn/YimMenuV2-Enhanced
Clocktown/CUDA-Dune-Simulation,https://github.com/Clocktown/CUDA-Dune-Simulation
ClowReed32/Cthugha-Engine-Demos,https://github.com/ClowReed32/Cthugha-Engine-Demos
Codeant-GitHub/ChronixV2-enhanced,https://github.com/Codeant-GitHub/ChronixV2-enhanced
Codeant-GitHub/YimMenuV2-enhanced,https://github.com/Codeant-GitHub/YimMenuV2-enhanced
CodingAnarchy/athens,https://github.com/CodingAnarchy/athens
CoinCheung/pytorch-loss,https://github.com/CoinCheung/pytorch-loss
ColfaxResearch/cutlass-kernels,https://github.com/ColfaxResearch/cutlass-kernels
CommediaJW/GPU-Feature-Quantization,https://github.com/CommediaJW/GPU-Feature-Quantization
ComputationalRadiationPhysics/QonGPU,https://github.com/ComputationalRadiationPhysics/QonGPU
ComputerGraphicsGroup-CityUEE/OptixDenoiser,https://github.com/ComputerGraphicsGroup-CityUEE/OptixDenoiser
ComputerGraphicsGroup-CityUEE/TempVisibilityGen,https://github.com/ComputerGraphicsGroup-CityUEE/TempVisibilityGen
ConorHetland/asteroids,https://github.com/ConorHetland/asteroids
ConstanceDev/book_projector,https://github.com/ConstanceDev/book_projector
CornellDataScience/self-driving-car,https://github.com/CornellDataScience/self-driving-car
CrazyTrain2022/CrazyTrain2022,https://github.com/CrazyTrain2022/CrazyTrain2022
CrimsonDespair/BFA,https://github.com/CrimsonDespair/BFA
Cronus-Emulator/-SOCERO-emulador,https://github.com/Cronus-Emulator/-SOCERO-emulador
CrowEater/Selaco,https://github.com/CrowEater/Selaco
Cryptum169/another-cuda-sift,https://github.com/Cryptum169/another-cuda-sift
CyanogenMod/android_kernel_samsung_jf,https://github.com/CyanogenMod/android_kernel_samsung_jf
Cybeaster/Renderer,https://github.com/Cybeaster/Renderer
Cybertwip/magnos,https://github.com/Cybertwip/magnos
Cyclone-Robosub/Command_Interpreter,https://github.com/Cyclone-Robosub/Command_Interpreter
Cypall/OpenAthena,https://github.com/Cypall/OpenAthena
Cypall/bAthena,https://github.com/Cypall/bAthena
Cypall/cAthena,https://github.com/Cypall/cAthena
DKrasauskas/3D-CFD,https://github.com/DKrasauskas/3D-CFD
DKrasauskas/Barnes-Hut-Gravity-Sim,https://github.com/DKrasauskas/Barnes-Hut-Gravity-Sim
DPCT-Companion/racon_dpcpp,https://github.com/DPCT-Companion/racon_dpcpp
DREAMS-lab/Firmware,https://github.com/DREAMS-lab/Firmware
DSPii/AirshipArdupilot,https://github.com/DSPii/AirshipArdupilot
DaanWoltgens/CompactCuckoo,https://github.com/DaanWoltgens/CompactCuckoo
Daivuk/wolf3d-shaders,https://github.com/Daivuk/wolf3d-shaders
DanNegrut/ME759-2023,https://github.com/DanNegrut/ME759-2023
DanilishinArtem/mavlink,https://github.com/DanilishinArtem/mavlink
Darksonn/newton-riemann,https://github.com/Darksonn/newton-riemann
DavidToneian/OpenMPCD,https://github.com/DavidToneian/OpenMPCD
Davis-Fan/X-TED,https://github.com/Davis-Fan/X-TED
DawyD/bm3d-gpu,https://github.com/DawyD/bm3d-gpu
Daydream0929/MNN_RV,https://github.com/Daydream0929/MNN_RV
DeLightCMU/MAL,https://github.com/DeLightCMU/MAL
DeadAt0m/LSQFakeQuantize-PyTorch,https://github.com/DeadAt0m/LSQFakeQuantize-PyTorch
Deadlineem/ChronixV2,https://github.com/Deadlineem/ChronixV2
Deadlineem/GTAV-Classes,https://github.com/Deadlineem/GTAV-Classes
Debian/pytorch,https://github.com/Debian/pytorch
DeepWok/mase-cuda,https://github.com/DeepWok/mase-cuda
DenisPGH/hades,https://github.com/DenisPGH/hades
DependableSystemsLab/pid-piper,https://github.com/DependableSystemsLab/pid-piper
DependableSystemsLab/stealthy-attacks,https://github.com/DependableSystemsLab/stealthy-attacks
DescentNetwork/Descent3,https://github.com/DescentNetwork/Descent3
Destroyerrrocket/doomseeker-unofficial,https://github.com/Destroyerrrocket/doomseeker-unofficial
Devanand2501/JuristAI,https://github.com/Devanand2501/JuristAI
Digital1O1/VirtueXRGlasses,https://github.com/Digital1O1/VirtueXRGlasses
DigitalHolography/Holovibes-API,https://github.com/DigitalHolography/Holovibes-API
Diksha-agg/Firmware_val,https://github.com/Diksha-agg/Firmware_val
DikuMUDOmnibus/OmegaMUD,https://github.com/DikuMUDOmnibus/OmegaMUD
DimaKuzmin/SDK,https://github.com/DimaKuzmin/SDK
DimaTrushin/TypingAnalysis,https://github.com/DimaTrushin/TypingAnalysis
DipuYadav5253/GeoLocalization-App,https://github.com/DipuYadav5253/GeoLocalization-App
Doctor-Proton/USB_to_RC,https://github.com/Doctor-Proton/USB_to_RC
DoglasRocha/no-johnson-adventures,https://github.com/DoglasRocha/no-johnson-adventures
Dolphiniac/Asteroids,https://github.com/Dolphiniac/Asteroids
Doom-modding-and-etc/Wolf4SDL-CPP,https://github.com/Doom-modding-and-etc/Wolf4SDL-CPP
Dotachuan/tvm_code,https://github.com/Dotachuan/tvm_code
DrLea/ROS3_BURGER_NOETIC,https://github.com/DrLea/ROS3_BURGER_NOETIC
DrThugster/Arogo,https://github.com/DrThugster/Arogo
Dracks/crrcsim,https://github.com/Dracks/crrcsim
DragonMyth/PyFlexControl,https://github.com/DragonMyth/PyFlexControl
Dreadnought-Robotics/Project-Mira,https://github.com/Dreadnought-Robotics/Project-Mira
Drona-Org/Drona-DMR,https://github.com/Drona-Org/Drona-DMR
Dropter/CC3Dropter,https://github.com/Dropter/CC3Dropter
DusteDdk/Osgg,https://github.com/DusteDdk/Osgg
DvDC13/IRGPUA,https://github.com/DvDC13/IRGPUA
EBD-CREST/nsparse,https://github.com/EBD-CREST/nsparse
EC-AI/halite2,https://github.com/EC-AI/halite2
ECP-ExaGraph/grappolo,https://github.com/ECP-ExaGraph/grappolo
EXP-code/EXP,https://github.com/EXP-code/EXP
Eaglewzw/Light_DT,https://github.com/Eaglewzw/Light_DT
EatAllBugs/autonomous_learning,https://github.com/EatAllBugs/autonomous_learning
Edwardius/nerf-optimization,https://github.com/Edwardius/nerf-optimization
EelKor/ROS2_Foxy_AE_AnomalyDetection,https://github.com/EelKor/ROS2_Foxy_AE_AnomalyDetection
EggAgainstStone/PX4_ZK,https://github.com/EggAgainstStone/PX4_ZK
Eggy115/CUDA,https://github.com/Eggy115/CUDA
Elad73/PythonTutorials,https://github.com/Elad73/PythonTutorials
Elchanz3/android_kernel_samsung_exynos2400,https://github.com/Elchanz3/android_kernel_samsung_exynos2400
EldarMuradov/OpenPS,https://github.com/EldarMuradov/OpenPS
EldenRingQuestGiver/EldenRingQuestLog,https://github.com/EldenRingQuestGiver/EldenRingQuestLog
ElsevierSoftwareX/SOFTX-D-15-00085,https://github.com/ElsevierSoftwareX/SOFTX-D-15-00085
ElsevierSoftwareX/SOFTX-D-16-00025,https://github.com/ElsevierSoftwareX/SOFTX-D-16-00025
Enigmatisms/cuda-pt,https://github.com/Enigmatisms/cuda-pt
EnjoyLifeFund/macHighSierra-py36-pkgs,https://github.com/EnjoyLifeFund/macHighSierra-py36-pkgs
EnnSou/ooss-paddle2.3,https://github.com/EnnSou/ooss-paddle2.3
EntityErrorr/ImageSense,https://github.com/EntityErrorr/ImageSense
EquipeTerra/Yvy,https://github.com/EquipeTerra/Yvy
ErayEroglu/CMPE-478-Parallel-Processing,https://github.com/ErayEroglu/CMPE-478-Parallel-Processing
Ericzhaoforu/B_Sim,https://github.com/Ericzhaoforu/B_Sim
Erkey830/Volt,https://github.com/Erkey830/Volt
ErnestF22/cudars,https://github.com/ErnestF22/cudars
Evervolv/android_kernel_hardkernel_odroidn2,https://github.com/Evervolv/android_kernel_hardkernel_odroidn2
FALL1N1/Leak547,https://github.com/FALL1N1/Leak547
FALL1N1/WoWCircle-5.4.7,https://github.com/FALL1N1/WoWCircle-5.4.7
FSC-Lab/fsc_autopilot,https://github.com/FSC-Lab/fsc_autopilot
FWGS/NS,https://github.com/FWGS/NS
FXIhub/spsim,https://github.com/FXIhub/spsim
FaithZL/LumiRender,https://github.com/FaithZL/LumiRender
FakePsyho/halite2,https://github.com/FakePsyho/halite2
FattahHanafi/autonomous_excavation,https://github.com/FattahHanafi/autonomous_excavation
FattahHanafi/marching_cubes,https://github.com/FattahHanafi/marching_cubes
Fedesky25/HPC-project-2024,https://github.com/Fedesky25/HPC-project-2024
Feng-Jiang28/partitioned_join,https://github.com/Feng-Jiang28/partitioned_join
Feng1909/CRAIC_Real,https://github.com/Feng1909/CRAIC_Real
FerdinandHu99/MultiUAVSim_Qt,https://github.com/FerdinandHu99/MultiUAVSim_Qt
Fexty12573/mhst2-save-editor,https://github.com/Fexty12573/mhst2-save-editor
FinModA3/development,https://github.com/FinModA3/development
Firojpaudel/100_days_of_CUDA,https://github.com/Firojpaudel/100_days_of_CUDA
FlagBrew/PKSM-Core,https://github.com/FlagBrew/PKSM-Core
FlightGear/flightgear,https://github.com/FlightGear/flightgear
FloresAlex/6DOF_hexa-rotor,https://github.com/FloresAlex/6DOF_hexa-rotor
FloresAlex/fully_actuated_quadrotor,https://github.com/FloresAlex/fully_actuated_quadrotor
Forcecaster/LouvainGPU,https://github.com/Forcecaster/LouvainGPU
FormulasAndVehicles/PX4-Autopilot,https://github.com/FormulasAndVehicles/PX4-Autopilot
Forrest-Z/ASV-1,https://github.com/Forrest-Z/ASV-1
Fran2789/TG862_9.1.93D,https://github.com/Fran2789/TG862_9.1.93D
FranckRICHARD01/RbowtieCuda,https://github.com/FranckRICHARD01/RbowtieCuda
Frank1eJohnson/ShipBuilder,https://github.com/Frank1eJohnson/ShipBuilder
FrederickWatkins/lander,https://github.com/FrederickWatkins/lander
FredrikAleksander/mame,https://github.com/FredrikAleksander/mame
Friend-Peng/ADArduPilot,https://github.com/Friend-Peng/ADArduPilot
FriskTheFallenHuman/Prey2006,https://github.com/FriskTheFallenHuman/Prey2006
FriskTheFallenHuman/etqw-sdk,https://github.com/FriskTheFallenHuman/etqw-sdk
FriskTheFallenHuman/prey-sdk,https://github.com/FriskTheFallenHuman/prey-sdk
FriskTheFallenHuman/psyched_src,https://github.com/FriskTheFallenHuman/psyched_src
FriskTheFallenHuman/psyched_trunc,https://github.com/FriskTheFallenHuman/psyched_trunc
Fuad-HH/omega_h,https://github.com/Fuad-HH/omega_h
Fxy2021201516/ACORN_baseline,https://github.com/Fxy2021201516/ACORN_baseline
Fxy2021201516/ACORN_required_optional_attr,https://github.com/Fxy2021201516/ACORN_required_optional_attr
Fxy2021201516/FilterVectorCode,https://github.com/Fxy2021201516/FilterVectorCode
GPUPeople/ACSpGEMM,https://github.com/GPUPeople/ACSpGEMM
GPUPeople/faimGraph,https://github.com/GPUPeople/faimGraph
GPUPeople/ouroGraph,https://github.com/GPUPeople/ouroGraph
GPUSPH/gpusph,https://github.com/GPUSPH/gpusph
GSO-soslab/micro_uuv,https://github.com/GSO-soslab/micro_uuv
GTANetworkDev/platform,https://github.com/GTANetworkDev/platform
Gabinou/Codename_FireSaga,https://github.com/Gabinou/Codename_FireSaga
Gaborita13/SpaceGame,https://github.com/Gaborita13/SpaceGame
